,id,name,message,type,author_time
0,8605cc310d260c3b08160881b09da26c2cc95f8d,refs/tags/0.1,,1,2010-04-16 14:25:24
1,3b9574fec988fca790ffe78b64ef30b22dd3386a,refs/tags/0.10,,1,2013-06-13 09:35:35
2,298334fffc8288b5a9a45ef4150e3c4292e45318,refs/tags/0.10.1,,1,2013-06-14 09:54:07
3,13e6a01ac86f9b8c0cad692d5e5e8d600674fb6d,refs/tags/0.11,,1,2016-05-29 11:02:23
4,d1d82ca8ce7262ad9d27245ce44f86571287810e,refs/tags/0.11.1,,1,2016-06-07 18:22:43
5,1042d9d23f3c61f4474aea568a359337cf450fab,refs/tags/0.12,,1,2016-12-21 21:22:08
6,a34d0e6878c8c8a5fab05a69785c443f3c17075d,refs/tags/0.12.1,,1,2017-03-31 18:43:36
7,571334df8e26333f34873a3dcb84441946e6c64c,refs/tags/0.12.2,,1,2017-05-16 08:39:30
8,e0fa5aec3a13d9c3e8e27b53526fcee56ac0298d,refs/tags/0.2,,1,2010-05-12 01:30:10
9,ce6e4cbd73d57cb8c1bba85c46490f71061f865f,refs/tags/0.3,,1,2010-05-28 01:18:29
10,6b3e616cf905fd19c37fca93d1198cad1490567b,refs/tags/0.3.1,,1,2010-05-28 21:21:28
11,1592c53a664c82d9badac81fa0104af226cce5a7,refs/tags/0.4,,1,2010-06-18 17:13:32
12,4c937be2524de0fddc2d2f7f39b09677497260aa,refs/tags/0.5,,1,2010-07-06 16:25:44
13,5cadd9d34da46b909f91a5379d41b90f258d5998,refs/tags/0.6,,1,2010-07-27 14:38:59
14,fb1482d3bb1b95803d25247479eb8ca8317a3219,refs/tags/0.7,,1,2011-06-28 14:36:52
15,d5e10e4685f54dde5ffc27c4f55a19fb23f7a536,refs/tags/0.8,,1,2011-09-29 23:34:02
16,19def9606ac50bd308ea283e283cbcf62498d6c7,refs/tags/0.8.1,,1,2012-07-01 12:08:38
17,ee3e251f9eb557721517faa6d06a6addd48ebc24,refs/tags/0.9,,1,2012-07-01 12:12:36
