,id,name,message,type,author_time
0,007f3ff6fa68a95feee4e70f825a49ea0ec9cb2d,refs/tags/v0.22.0-rc1,,1,2015-01-05 21:34:26
1,04bdd97f2b63793a8720fd19007911e946ba3c55,refs/tags/v0.22.0,,1,2015-01-12 08:59:46
2,1589aa0c4d48fb130d8a5db28c45cd3d173cde6d,refs/tags/v0.21.0-rc2,,1,2014-06-16 11:11:40
3,159061a8ce206b694448313a84387600408f6029,refs/tags/v0.23.0,,1,2015-07-06 16:23:44
4,15e119375018fba121cf58e02a9f17fe22df0df8,refs/tags/v0.26.0,,1,2017-06-14 13:31:20
5,15e119375018fba121cf58e02a9f17fe22df0df8,refs/tags/v0.26.0-rc2,,1,2017-06-14 13:31:20
6,1ce9ea3ba9b4fa666602d52a5281d41a482cc58b,refs/tags/v0.22.1,,1,2015-01-15 17:17:01
7,211e117a0590583a720c53172406f34186c543bd,refs/tags/v0.24.1,,1,2016-04-12 00:18:17
8,242a1cea8d66d9ec185044f345b22fec1940178f,refs/tags/v0.16.0,"libgit2 v0.16.0
",1,2012-02-05 16:29:12
9,28f087c8642ff9c8dd6964e101e6d8539db6281a,refs/tags/v0.21.0,,1,2014-06-20 14:42:16
10,2de198b4cec26c2b54c06da4baf88b3f57b9ca86,refs/tags/v0.23.2,,1,2015-09-05 16:48:42
11,2fcb8705e584ca61f6c4657525c9d2713f6a39d2,refs/tags/v0.25.1,,1,2017-01-09 20:26:45
12,37172582ec7ff9cb47c43c5d5b2334bf8c547569,refs/tags/v0.13.0,,1,2011-06-18 21:14:55
13,3eaf34f4c602b9e155e2f4c6ae26c9250ac37d50,refs/tags/v0.15.0,,1,2011-10-05 16:48:36
14,40774549e14e2d9f24b9271173d58b44f82d5254,refs/tags/v0.12.0,,1,2011-05-11 00:42:43
15,428e18f8d4765b8ad6cf4022080a81ab16f6fdc4,refs/tags/v0.24.5,,1,2016-12-17 10:47:29
16,43cb8b32428b1b29994874349ec22eb5372e152c,refs/tags/v0.20.0,,1,2013-11-20 12:53:33
17,4af08d9f69f151f6362df51d7d7f41527e2af05c,refs/tags/v0.21.2,,1,2014-10-27 01:18:13
18,4cf1ec7cff28da8838a2f0a9fb330e312ea3f963,refs/tags/v0.24.3,,1,2016-11-03 11:53:23
19,4d6362b168cdbc7d5b734810f2c81020c2837c4a,refs/tags/v0.23.0-rc2,,1,2015-07-03 16:29:32
20,4eec2c0d4a332ffb9237a0851578ec388e1f99f4,refs/tags/v0.2.0,,1,2010-12-07 03:55:46
21,52e50c1a80db56b91ce3d99bd546c07b7135f735,refs/tags/v0.14.0,,1,2011-07-14 00:01:48
22,5b9fac39d8a76b9139667c26a63e6b3f204b3977,refs/tags/v0.17.0,,1,2012-05-19 01:46:11
23,6dcb09b5b57875f334f61aebed695e2e4193db5e,refs/tags/v0.11.0,,1,2011-03-28 22:35:27
24,7064938bd5e7ef47bfd79a685a62c1e2649e2ce7,refs/tags/v0.10.0,,1,2011-03-14 23:55:32
25,75db289a041b1f1084768244e167b953ac7eeaa5,refs/tags/v0.25.0,,1,2016-12-20 19:14:20
26,75db289a041b1f1084768244e167b953ac7eeaa5,refs/tags/v0.25.0-rc2,,1,2016-12-20 19:14:20
27,785d8c48ea8725691da3c50e7dae8751523d4c30,refs/tags/v0.24.0,,1,2016-03-04 13:50:23
28,83283d5c0a4833a8aa564821d31ecf7df461c468,refs/tags/v0.24.6,,1,2017-01-09 20:26:28
29,8ae8ba8d23c080a439f20af29c9cdb62f2b0f169,refs/tags/v0.22.3,,1,2015-06-23 09:33:48
30,8e268168ecfdcc8efe36b58b514d1b93ea3f47f8,refs/tags/v0.24.2,,1,2016-10-02 13:20:28
31,9d1dcca229c624c7551a287963a19e95ba4753b6,refs/tags/v0.3.0,,1,2011-02-07 10:35:58
32,a50086d174658914d4d6462afbc83b02825b1f5b,refs/tags/v0.18.0,,1,2013-04-16 17:46:41
33,a6763ff93aed9a1486c4f84d77151ff57dd4795e,refs/tags/v0.25.0-rc1,,1,2016-11-15 19:04:18
34,b4d00c1d2466de3558a7cc6983dce4eb2ee98431,refs/tags/v0.21.1,,1,2014-07-25 08:25:41
35,b64e11d1fe13a15edbe0f26dc5aaf96aa07f9d91,refs/tags/v0.8.0,,1,2011-03-03 20:23:04
36,b91f28be7d36a94e5e4ccef798ab03ed62a8517c,refs/tags/v0.22.0-rc2,,1,2015-01-10 00:49:20
37,bce9484813ad6aa3d365b11d5f6171e7f33cbbc5,refs/tags/v0.21.4,,1,2014-06-27 11:51:35
38,bd6928096d7a4c8f26b55a1e9ec710faeee7db93,refs/tags/v0.26.0-rc1,,1,2017-06-11 12:32:00
39,c5b97d5ae6c19d5c5df71a34c7fbeeda2479ccbc,refs/tags/v0.1.0,"tagging initial release of libgit2
",1,2010-11-23 15:13:04
40,c5e6ba289266e56b8e7f7c9b463aa7008d4b0258,refs/tags/v0.24.4,,1,2016-12-15 18:19:49
41,c8fe6c0975431e92d3dc4569734f30923b64dd18,refs/tags/v0.24.0-rc1,,1,2016-02-19 16:23:14
42,ca2466ff4022cd539e8126ac9746fd25977fc1cc,refs/tags/v0.23.0-rc1,,1,2015-06-29 15:02:19
43,ce5e6617b08829d3a473595322a0e67bef9ea645,refs/tags/v0.21.0-rc1,,1,2014-06-08 16:44:32
44,d853fb9f24e0fe63b3dce9fbc04fd9cfe17a030b,refs/tags/v0.21.5,,1,2014-05-09 19:32:52
45,e476e7beba01efc496ba880f463a8ac61f948270,refs/tags/v0.21.3,,1,2014-12-18 12:41:59
46,e8feafe32007ebd16a61820c70abd221655d053c,refs/tags/v0.23.4,,1,2015-11-12 12:32:42
47,eddc1f1ed78898a4ca41480045b1d0d5b075e773,refs/tags/v0.19.0,,1,2013-06-25 00:14:45
48,f6dedf2c2eb806e2a6fdd4cf31f68386efc2ee0b,refs/tags/v0.23.1,,1,2015-08-03 20:07:35
49,fb6df50b7f250a4fd8b2fab257f119a5185e9bf5,refs/tags/v0.22.2,,1,2015-03-24 17:10:45
