,id,name,message,type,author_time
0,2aee2d312fcdd56dcc30e956cb5ed4e492e503d3,refs/tags/v0.1.1,,1,2016-08-24 09:10:26
1,ac9245aeb32a8708ccfb5bb3d191e2059e31eeb9,refs/tags/v0.1.10,,1,2017-03-05 19:30:13
2,b13b7010b9fb31a742ae0f52197284c2783063ef,refs/tags/v0.1.11,,1,2017-03-31 12:19:59
3,34b673844fdfcbea0bc29a644c67246fe356e7ca,refs/tags/v0.1.2,,1,2016-09-01 00:58:22
4,b5f7720ab92ec44889ca0f168604febbf06f80f2,refs/tags/v0.1.3,,1,2016-09-16 05:31:36
5,108068a41774b4fee94f4c5acb9e924d52f379f7,refs/tags/v0.1.4,,1,2016-10-03 00:14:06
6,509dd57c2ebb18f9b1bbc7a482537ab7cd69a77a,refs/tags/v0.1.5,,1,2016-11-14 03:18:52
7,f8e89fbe1123f6788992b70361f13ad498665327,refs/tags/v0.1.6,,1,2017-01-21 15:41:52
8,a2938e3d11511cbab581ca6502d72680e16e6782,refs/tags/v0.1.7,,1,2017-01-25 22:47:23
9,c54597e0b2262713426f06c402e0e0d28fe60209,refs/tags/v0.1.8,,1,2017-02-03 11:59:55
10,aaf41c61a657e188c6021d577de30ae041560a32,refs/tags/v0.1.9,,1,2017-02-17 04:40:22
11,0b92e5c9ed1b62e695b10167f87621bbbcf0fc86,refs/tags/v0.2.0,,1,2017-08-23 04:31:01
12,af3964a8725236c78ce969b827fdeee1c5c54110,refs/tags/v0.3.0,,1,2017-12-03 23:55:09
